,0,0.1,0.2,0.3,0.4
0,0.9555555555555556,0.9583333333333334,0.9933333333333333,0.9994444444444445,1.0
1,0.8757142857142857,0.8907142857142857,0.98,1.0,1.0
2,0.8988235294117647,0.9052941176470588,0.9758823529411764,0.9723529411764706,0.9976470588235294
3,0.7826666666666666,0.876,0.958,0.9406666666666667,0.9906666666666667
4,0.2885714285714286,0.20714285714285716,0.9471428571428572,1.0,1.0
5,0.9371428571428572,0.92,0.9671428571428572,0.9909523809523809,0.9923809523809524
6,0.6506666666666666,0.5793333333333334,0.8966666666666666,0.9633333333333334,1.0
7,0.9105555555555556,0.8738888888888889,0.9977777777777778,0.9983333333333333,1.0
8,0.66,0.46615384615384614,0.9880769230769231,0.9711538461538461,0.9996153846153846
9,0.8367741935483871,0.8048387096774193,0.9748387096774194,1.0,1.0
10,0.1835,0.1935,0.838,0.9965,1.0
11,0.9255555555555556,0.8833333333333333,0.9827777777777778,0.9755555555555555,0.9983333333333333
12,0.19666666666666666,0.18541666666666667,0.79375,0.7766666666666666,1.0
13,0.8916666666666667,0.7958333333333333,0.9791666666666666,0.9333333333333333,1.0
14,0.9178947368421052,0.8089473684210526,0.9778947368421053,0.978421052631579,0.978421052631579
15,0.9157142857142857,0.8807142857142857,0.9828571428571429,0.9971428571428571,1.0
16,0.98,0.98,0.9981818181818182,0.9854545454545455,1.0
17,0.48791666666666667,0.47041666666666665,0.9920833333333333,0.9970833333333333,1.0
18,0.9476923076923077,0.9515384615384616,0.9869230769230769,0.9961538461538462,1.0
19,0.964375,0.975625,0.980625,0.9875,0.998125
20,0.9691666666666666,0.9616666666666667,0.9725,1.0,1.0
21,0.901875,0.89375,0.989375,1.0,1.0
22,0.930625,0.9025,0.99625,1.0,1.0
23,0.9521052631578948,0.9310526315789474,0.9773684210526316,0.9694736842105263,0.9889473684210527
24,0.9335,0.896,0.963,0.996,1.0
25,0.9371428571428572,0.8621428571428571,0.8914285714285715,0.945,1.0
26,0.9577777777777777,0.95,0.9833333333333333,0.9894444444444445,1.0
27,0.9047058823529411,0.9176470588235294,0.9970588235294118,0.9788235294117648,0.9864705882352941
28,0.913125,0.864375,0.9325,0.92625,1.0
29,0.8346153846153846,0.7953846153846154,0.9615384615384616,0.9892307692307692,1.0
30,0.945,0.8892857142857142,0.9942857142857143,1.0,1.0
31,0.8994444444444445,0.8605555555555555,0.99,0.9077777777777778,1.0
32,0.9365,0.823,0.9795,0.996,0.997
33,0.7325,0.679375,0.9875,0.99375,1.0
34,0.8931818181818182,0.8772727272727273,0.9845454545454545,0.9913636363636363,1.0
35,0.9460714285714286,0.9375,0.9728571428571429,0.9907142857142858,1.0
36,0.32666666666666666,0.2819047619047619,0.8885714285714286,0.9419047619047619,1.0
37,0.791578947368421,0.7431578947368421,0.9415789473684211,0.98,0.9957894736842106
38,0.9211111111111111,0.8783333333333333,0.9877777777777778,0.9561111111111111,0.9933333333333333
39,0.8636842105263158,0.9394736842105263,0.9826315789473684,0.9963157894736843,1.0
40,0.8766666666666667,0.867,0.991,0.9866666666666667,0.998
41,0.6361904761904762,0.7647619047619048,0.9257142857142857,0.929047619047619,1.0
42,0.8469230769230769,0.8196153846153846,0.9973076923076923,0.9865384615384616,1.0
43,0.6514814814814814,0.6707407407407407,0.9314814814814815,0.9751851851851852,1.0
44,0.9611764705882353,0.9576470588235294,0.9694117647058823,1.0,1.0
45,0.9725,0.96125,0.986875,0.97625,0.99875
46,0.9705882352941176,0.9529411764705882,0.9652941176470589,0.9982352941176471,1.0
47,0.9478947368421052,0.9578947368421052,0.9973684210526316,0.9815789473684211,1.0
48,0.925,0.9028571428571428,0.995,0.9985714285714286,1.0
49,0.9266666666666666,0.9111111111111111,0.9994444444444445,0.9838888888888889,1.0
50,0.9357142857142857,0.8757142857142857,0.9921428571428571,1.0,1.0
51,0.9594444444444444,0.9666666666666667,0.9877777777777778,0.9494444444444444,0.9805555555555555
52,0.939047619047619,0.9485714285714286,0.9842857142857143,0.9676190476190476,1.0
53,0.971764705882353,0.9623529411764706,0.9935294117647059,0.9970588235294118,1.0
54,0.9625,0.9625,0.99375,0.990625,1.0
55,0.9373333333333334,0.938,0.9833333333333333,1.0,1.0
56,0.933076923076923,0.9023076923076923,0.9669230769230769,0.9853846153846154,1.0
57,0.9605882352941176,0.9658823529411765,0.9858823529411764,0.9976470588235294,1.0
58,0.8264285714285714,0.8778571428571429,0.9721428571428572,0.9485714285714286,1.0
